8439	3048	1347000.0
8433	3052	1348000.0
8428	3055	1349000.0
8426	3056	1350000.0
7311	3357	1840000.0
7311	3369	1841000.0
7310	3382	1842000.0
7619	3766	370000.0
7631	3764	371000.0
7643	3761	372000.0
8813	3450	531000.0
8824	3445	532000.0
8836	3440	533000.0
8846	3436	534000.0
9478	3040	628000.0
9488	3032	629000.0
9497	3024	630000.0
10261	2360	762000.0
10266	2356	763000.0
10270	2353	764000.0
10446	1721	929000.0
10435	1717	930000.0
10423	1714	931000.0
10022	2041	1005000.0
10022	2041	1006000.0
10022	2041	1007000.0
10022	2041	1008000.0
9852	2128	1062000.0
9840	2123	1063000.0
9829	2121	1064000.0
8439	3048	1347000.0
8433	3052	1348000.0
8428	3055	1349000.0
8426	3056	1350000.0
7311	3357	1840000.0
7311	3369	1841000.0
7310	3382	1842000.0
7619	3766	370000.0
7631	3764	371000.0
7643	3761	372000.0
8813	3450	531000.0
8824	3445	532000.0
8836	3440	533000.0
8846	3436	534000.0
9478	3040	628000.0
9488	3032	629000.0
9497	3024	630000.0
10261	2360	762000.0
10266	2356	763000.0
10270	2353	764000.0
10446	1721	929000.0
10435	1717	930000.0
10423	1714	931000.0
10022	2041	1005000.0
10022	2041	1006000.0
10022	2041	1007000.0
10022	2041	1008000.0
9852	2128	1062000.0
9840	2123	1063000.0
9829	2121	1064000.0
8439	3048	1347000.0
8433	3052	1348000.0
8428	3055	1349000.0
8426	3056	1350000.0
7311	3357	1840000.0
7311	3369	1841000.0
7310	3382	1842000.0
